@relation PokeSet
@attribute Height real
@attribute Weight real
@attribute Body {head,serpertine,fins,headArms,headBase,bipedalTailed,headLegs,quadruped,singleWings,multiped,multiBody,bipedalTailless,TwoMoreWings,insectoid}
@attribute CatchRate real
@attribute PerfSpeed real
@attribute PerfPower real
@attribute PerfSkill real
@attribute PerfStamina real
@attribute PerfJump real
@attribute BaseHp real
@attribute BaseAttack real
@attribute BaseDefense real
@attribute BaseSpAttack real
@attribute BaseSpDefense real
@attribute BaseSpeed real
@attribute Color { 'black' ,'blue' ,'brown' ,'gray' ,'green' ,'pink' ,'purple' ,'red' ,'silver' ,'yellow' }
@attribute Habitat {'cave' ,'forest' ,'grass' ,'mountain' ,'rare' ,'rough' ,'sea' ,'urban' ,'water' }
@attribute Ability1 { 'Adaptability' ,'Aftermath' ,'Air Lock' ,'Anticipation' ,'Bad Dreams' ,'Battle Armor' ,'Big Pecks' ,'Blaze' ,'Chlorophyll' ,'Clear Body' ,'Color Change' ,'Compound Eyes' ,'Cute Charm' ,'Damp' ,'Defeatist' ,'Defiant' ,'Download' ,'Drizzle' ,'Drought' ,'Early Bird' ,'Effect Spore' ,'Flame Body' ,'Flash Fire' ,'Flower Gift' ,'Forecast' ,'Forewarn' ,'Frisk' ,'Gluttony' ,'Guts' ,'Healer' ,'Honey Gather' ,'Hustle' ,'Hydration' ,'Hyper Cutter' ,'Ice Body' ,'Illuminate' ,'Illusion' ,'Immunity' ,'Inner Focus' ,'Insomnia' ,'Intimidate' ,'Iron Barbs' ,'Iron Fist' ,'Justified' ,'Keen Eye' ,'Leaf Guard' ,'Levitate' ,'Lightningrod' ,'Limber' ,'Liquid Ooze' ,'Magma Armor' ,'Magnet Pull' ,'Marvel Scale' ,'Minus' ,'Mold Breaker' ,'Motor Drive' ,'Multitype' ,'Mummy' ,'Natural Cure' ,'Oblivious' ,'Overcoat' ,'Overgrow' ,'Own Tempo' ,'Pickup' ,'Plus' ,'Poison Point' ,'Prankster' ,'Pressure' ,'Pure Power' ,'Reckless' ,'Rivalry' ,'Rock Head' ,'Rough Skin' ,'Run Away' ,'Sand Force' ,'Sand Rush' ,'Sand Stream' ,'Sand Veil' ,'Serene Grace' ,'Shadow Tag' ,'Shed Skin' ,'Sheer Force' ,'Shell Armor' ,'Shield Dust' ,'Simple' ,'Slow Start' ,'Snow Cloak' ,'Snow Warning' ,'Solid Rock' ,'Soundproof' ,'Speed Boost' ,'Static' ,'Steadfast' ,'Stench' ,'Sticky Hold' ,'Sturdy' ,'Suction Cups' ,'Swarm' ,'Swift Swim' ,'Synchronize' ,'Technician' ,'Telepathy' ,'Teravolt' ,'Thick Fat' ,'Torrent' ,'Trace' ,'Truant' ,'Turboblaze' ,'Unaware' ,'Victory Star' ,'Vital Spirit' ,'Volt Absorb' ,'Water Absorb' ,'Water Veil' ,'White Smoke' ,'Wonder Guard' ,'Wonder Skin' }
@attribute Ability2 {'Adaptability' ,'Aftermath' ,'Anger Point' ,'Anticipation' ,'Arena Trap' ,'Battle Armor' ,'Big Pecks' ,'Chlorophyll' ,'Cloud Nine' ,'Compound Eyes' ,'Cursed Body' ,'Damp' ,'Download' ,'Dry Skin' ,'Early Bird' ,'Filter' ,'Flame Body' ,'Flash Fire' ,'Forewarn' ,'Frisk' ,'Gluttony' ,'Guts' ,'Heatproof' ,'Huge Power' ,'Hustle' ,'Hydration' ,'Ice Body' ,'Illuminate' ,'Infiltrator' ,'Inner Focus' ,'Insomnia' ,'Intimidate' ,'Iron Fist' ,'Keen Eye' ,'Klutz' ,'Leaf Guard' ,'Lightningrod' ,'Limber' ,'Liquid Ooze' ,'Magic Guard' ,'Magnet Pull' ,'Minus' ,'Mold Breaker' ,'Motor Drive' ,'Moxie' ,'Natural Cure' ,'No Guard' ,'Normalize' ,'Oblivious' ,'Overcoat' ,'Own Tempo' ,'Pickup' ,'Poison Heal' ,'Poison Point' ,'Poison Touch' ,'Pressure' ,'Quick Feet' ,'Rain Dish' ,'Reckless' ,'Regenerator' ,'Rivalry' ,'Rock Head' ,'Run Away' ,'Sand Force' ,'Sand Rush' ,'Sand Veil' ,'Sap Sipper' ,'Scrappy' ,'Serene Grace' ,'Shed Skin' ,'Sheer Force' ,'Shell Armor' ,'Simple' ,'Skill Link' ,'Sniper' ,'Snow Cloak' ,'Solar Power' ,'Solid Rock' ,'Stall' ,'Static' ,'Steadfast' ,'Sticky Hold' ,'Storm Drain' ,'Sturdy' ,'Super Luck' ,'Swarm' ,'Swift Swim' ,'Synchronize' ,'Tangled Feet' ,'Technician' ,'Thick Fat' ,'Tinted Lens' ,'Trace' ,'Unaware' ,'Unburden' ,'Unnerve' ,'Water Absorb' ,'Water Veil' ,'Weak Armor' }
@attribute Hidden {'Analytic' ,'Anger Point' ,'Anticipation' ,'Big Pecks' ,'Contrary' ,'Cursed Body' ,'Damp' ,'Defiant' ,'Dry Skin' ,'Early Bird' ,'Friend Guard' ,'Harvest' ,'Honey Gather' ,'Hustle' ,'Hydration' ,'Ice Body' ,'Infiltrator' ,'Inner Focus' ,'Justified' ,'Light Metal' ,'Moody' ,'Moxie' ,'Oblivious' ,'Overcoat' ,'Own Tempo' ,'Prankster' ,'Quick Feet' ,'Rattled' ,'Regenerator' ,'Run Away' ,'Sap Sipper' ,'Sheer Force' ,'Steadfast' ,'Technician' ,'Thick Fat' ,'Unaware' ,'Unburden' ,'Unnerve' ,'Vital Spirit' ,'Wonder Skin' }
@attribute Exp {Erratic, Fast , Fluctuating, MediumFast, MediumSlow, Slow }
@attribute class { Grass,Fire,Water,Bug,Normal,Poison,Electric,Ground,Fairy,Fighting,Rock,Ghost,Psychic,Ice,Dragon,Dark,Steel,Flying}
@data 
0.9,10.5,singleWings,45,?,?,?,?,?,67,57,55,77,55,114,"blue",?,"Unaware","Klutz",?,MediumFast,Psychic
1.4,14,singleWings,45,?,?,?,?,?,72,58,80,103,80,97,"black",?,"Wonder Skin","Magic Guard",?,MediumFast,Psychic
0.6,9.5,singleWings,45,?,?,?,?,?,55,112,45,74,45,70,"yellow",?,"Defeatist",?,?,MediumFast,Rock
1.4,32,singleWings,45,?,?,?,?,?,75,140,65,112,65,110,"yellow",?,"Defeatist",?,?,MediumFast,Rock
0.5,5.5,singleWings,190,?,?,?,?,?,62,44,50,44,50,55,"blue",?,"Keen Eye","Big Pecks",?,MediumFast,Water
1.3,24.2,singleWings,45,?,?,?,?,?,75,87,63,87,63,98,"silver",?,"Keen Eye","Big Pecks",?,MediumFast,Water
0.5,10.5,singleWings,190,?,?,?,?,?,70,83,50,37,50,60,"silver",?,"Keen Eye","Sheer Force",?,Slow,Normal
1.5,41,singleWings,60,?,?,?,?,?,100,123,75,57,75,80,"red",?,"Keen Eye","Sheer Force",?,Slow,Normal
0.5,9,singleWings,190,?,?,?,?,?,70,55,75,45,65,60,"brown",?,"Big Pecks","Overcoat",?,Slow,Dark
1.2,39.5,singleWings,60,?,?,?,?,?,110,65,105,55,95,80,"brown",?,"Big Pecks","Overcoat",?,Slow,Dark
3.2,330,singleWings,45,?,?,?,?,?,100,120,100,150,120,90,"silver",?,"Turboblaze",?,?,Slow,Dragon
0.9,45.5,multiped,190,3,3,5,4,3,40,40,35,50,100,70,"blue","sea","Clear Body","Liquid Ooze",?,Slow,Water
1.6,55,multiped,60,2,3,4,4,3,80,70,65,80,120,100,"blue","sea","Clear Body","Liquid Ooze",?,Slow,Water
0.4,7.5,multiped,45,3,3,4,4,3,35,40,100,90,55,35,"blue","sea","Swift Swim","Shell Armor",?,MediumFast,Rock
1,35,multiped,45,3,4,4,3,2,70,60,125,115,70,55,"blue","sea","Swift Swim","Shell Armor",?,MediumFast,Rock
0.9,28.5,multiped,75,2,4,4,5,2,75,105,75,105,75,45,"red","sea","Suction Cups","Sniper","Moody",MediumFast,Water
1.4,27,multiped,200,3,5,3,3,5,74,100,72,90,72,46,"green",?,"Levitate",?,?,Slow,Grass
0.9,102,multiped,120,?,?,?,?,?,70,105,105,50,40,20,"blue",?,"Sturdy",?,?,MediumSlow,Rock
1.7,260,multiped,45,?,?,?,?,?,85,135,130,60,70,25,"blue",?,"Sturdy",?,?,MediumSlow,Rock
1.2,33,multiped,190,?,?,?,?,?,55,40,50,65,85,40,"silver",?,"Water Absorb","Cursed Body",?,MediumFast,Water
2.2,135,multiped,60,?,?,?,?,?,100,60,70,85,105,60,"silver",?,"Water Absorb","Cursed Body",?,MediumFast,Water
1,110,multiped,90,?,?,?,?,?,74,94,131,54,116,20,"gray",?,"Iron Barbs",?,?,MediumFast,Grass
0.7,33.3,multiBody,50,5,4,3,4,1,35,80,50,50,70,120,"brown","cave","Sand Veil","Arena Trap",?,MediumFast,Ground
1,60,multiBody,60,3,3,4,4,4,50,60,95,120,70,70,"gray","rough","Magnet Pull","Sturdy",?,MediumFast,Electric
0.4,2.5,multiBody,90,3,3,3,4,3,60,40,80,60,45,40,"pink","forest","Chlorophyll",?,?,Slow,Grass
1.2,9.5,multiBody,60,2,4,3,4,3,65,90,120,85,70,60,"purple","urban","Levitate",?,?,MediumFast,Poison
1.6,550,multiBody,3,2,5,4,5,2,80,135,130,95,90,70,"blue","rough","Clear Body",?,?,Slow,Steel
0.3,5.5,multiBody,120,5,2,1,2,5,30,30,42,30,42,70,"yellow",?,"Honey Gather",?,?,MediumSlow,Bug
0.4,3.3,multiBody,190,4,3,3,3,3,45,35,45,62,53,35,"pink",?,"Chlorophyll",?,?,MediumFast,Grass
1.4,340,multiBody,60,2,5,4,5,5,60,55,145,75,150,40,"gray",?,"Sturdy","Magnet Pull",?,MediumFast,Rock
1.3,57.5,multiBody,45,?,?,?,?,?,71,95,85,110,95,79,"silver",?,"Ice Body",?,?,Slow,Ice
0.3,21,multiBody,130,?,?,?,?,?,40,55,70,45,60,30,"gray",?,"Plus","Minus",?,MediumSlow,Steel
0.6,51,multiBody,60,?,?,?,?,?,60,80,95,70,85,50,"gray",?,"Plus","Minus",?,MediumSlow,Steel
0.6,81,multiBody,30,?,?,?,?,?,60,100,115,70,85,90,"gray",?,"Plus","Minus",?,MediumSlow,Steel
0.5,5.5,bipedalTailless,170,5,3,4,5,3,115,45,20,45,25,20,"pink","grass","Cute Charm",?,?,Fast,Normal
1,12,bipedalTailless,50,3,4,4,5,3,140,70,45,75,50,45,"pink","grass","Cute Charm",?,?,Fast,Normal
0.8,8.6,bipedalTailless,120,4,3,4,5,3,60,65,70,85,75,40,"blue","grass","Chlorophyll",?,?,MediumSlow,Grass
1.2,18.6,bipedalTailless,45,2,3,3,5,3,75,80,85,100,90,50,"red","grass","Chlorophyll",?,?,MediumSlow,Grass
1,30,bipedalTailless,190,5,3,3,4,3,60,55,50,40,55,45,"purple","forest","Compound Eyes","Tinted Lens","Run Away",MediumFast,Bug
1,20,bipedalTailless,120,3,3,4,4,4,65,65,65,50,50,90,"blue","water","Water Absorb","Damp",?,MediumSlow,Water
1.3,54,bipedalTailless,45,2,5,4,5,2,90,85,95,70,90,70,"blue","water","Water Absorb","Damp",?,MediumSlow,Water
1.5,48,bipedalTailless,50,4,1,5,1,2,55,50,65,175,95,150,"brown","urban","Synchronize","Inner Focus",?,MediumSlow,Psychic
1.5,70.5,bipedalTailless,90,2,4,3,4,2,80,100,70,50,60,45,"gray","mountain","Guts","No Guard","Steadfast",MediumSlow,Fighting
1.6,130,bipedalTailless,45,2,5,4,3,2,90,130,80,65,85,55,"gray","mountain","Guts","No Guard","Steadfast",MediumSlow,Fighting
0.7,4,bipedalTailless,255,2,2,2,5,3,50,75,35,70,30,40,"green","forest","Chlorophyll",?,?,MediumSlow,Grass
1,105,bipedalTailless,120,2,4,2,4,2,55,95,115,45,45,35,"brown","mountain","Rock Head","Sturdy",?,MediumSlow,Rock
1.4,300,bipedalTailless,45,2,4,2,4,2,80,110,130,55,65,45,"brown","mountain","Rock Head","Sturdy",?,MediumSlow,Rock
1,32.4,bipedalTailless,190,2,4,3,5,3,60,48,45,43,90,42,"yellow","grass","Insomnia","Forewarn","Inner Focus",MediumFast,Psychic
1.6,75.6,bipedalTailless,75,3,3,5,3,3,85,73,70,73,115,67,"yellow","grass","Insomnia","Forewarn","Inner Focus",MediumFast,Psychic
1.5,49.8,bipedalTailless,45,3,4,3,3,4,50,120,53,35,110,87,"brown","urban","Limber","Reckless","Unburden",MediumFast,Fighting
1.4,50.2,bipedalTailless,45,3,4,5,4,3,50,105,79,35,110,76,"brown","urban","Keen Eye","Iron Fist","Inner Focus",MediumFast,Fighting
1.3,54.5,bipedalTailless,45,3,3,5,4,3,40,45,65,100,120,90,"pink","urban","Soundproof","Filter","Technician",MediumFast,Psychic
1.4,40.6,bipedalTailless,45,3,3,5,4,3,65,50,35,115,95,95,"red","urban","Oblivious","Forewarn","Dry Skin",MediumFast,Ice
1.7,130.1,bipedalTailless,45,2,5,4,5,3,65,155,120,65,90,105,"brown","forest","Hyper Cutter","Mold Breaker","Moxie",Slow,Bug
2.1,460,bipedalTailless,25,2,5,3,5,2,160,110,65,65,110,30,"black","mountain","Immunity","Thick Fat",?,Slow,Normal
0.5,7.9,bipedalTailless,45,5,4,3,3,3,39,52,43,60,50,65,"yellow","grass","Blaze",?,?,MediumSlow,Fire
0.3,1,bipedalTailless,170,4,3,3,4,4,90,30,15,40,20,15,"pink","grass","Cute Charm",?,?,Fast,Normal
0.3,1.5,bipedalTailless,190,5,3,3,5,4,35,20,65,40,65,20,"silver","forest","Hustle","Serene Grace",?,Fast,Fairy
0.6,3.2,bipedalTailless,75,4,5,3,5,5,55,40,85,80,105,40,"silver","forest","Hustle","Serene Grace",?,Fast,Fairy
0.4,5.8,bipedalTailless,45,4,3,5,3,4,75,80,85,90,100,50,"green","grass","Chlorophyll",?,?,MediumSlow,Grass
1.2,38,bipedalTailless,65,2,4,4,5,3,70,100,115,30,65,30,"brown","forest","Sturdy","Rock Head",?,MediumFast,Rock
1.1,33.9,bipedalTailless,45,3,4,4,4,4,90,75,75,90,100,70,"green","water","Water Absorb","Damp",?,MediumSlow,Water
0.8,8.5,bipedalTailless,120,2,5,3,5,3,75,75,55,105,85,30,"yellow","grass","Chlorophyll","Solar Power","Early Bird",MediumSlow,Grass
0.6,7.8,bipedalTailless,190,3,5,4,3,3,60,80,50,40,40,30,"pink","urban","Intimidate","Run Away",?,Fast,Fairy
1.7,137.8,bipedalTailless,45,3,5,3,3,3,80,185,115,40,105,75,"blue","forest","Swarm","Guts",?,Slow,Bug
0.7,21,bipedalTailless,75,4,4,4,2,3,35,35,35,35,35,35,"purple","urban","Guts","Steadfast","Vital Spirit",MediumFast,Fighting
0.4,6,bipedalTailless,45,4,2,4,3,3,45,30,15,85,65,65,"pink","urban","Oblivious","Forewarn","Hydration",MediumFast,Ice
0.6,23.5,bipedalTailless,45,4,3,3,2,3,45,63,37,65,55,95,"yellow","grass","Static",?,?,MediumFast,Electric
1.5,46.8,bipedalTailless,30,3,3,3,5,3,255,10,10,75,135,55,"pink","urban","Natural Cure","Serene Grace",?,Fast,Normal
0.6,5,bipedalTailless,45,5,3,5,3,5,100,100,100,100,100,100,"green","forest","Natural Cure",?,?,MediumSlow,Psychic
1.2,32.5,bipedalTailless,120,3,4,5,4,3,60,50,50,60,70,50,"green","water","Swift Swim","Rain Dish",?,MediumSlow,Water
1.5,55,bipedalTailless,45,4,4,5,5,3,80,70,70,90,100,70,"green","water","Swift Swim","Rain Dish",?,MediumSlow,Water
1,28,bipedalTailless,120,5,4,4,2,3,70,70,40,60,40,60,"brown","forest","Chlorophyll","Early Bird",?,MediumSlow,Grass
1.3,59.6,bipedalTailless,45,4,4,4,4,4,90,100,60,90,60,80,"brown","forest","Chlorophyll","Early Bird",?,MediumSlow,Grass
0.4,6.6,bipedalTailless,235,4,1,5,4,3,28,25,25,45,35,40,"silver","urban","Synchronize","Trace",?,Slow,Psychic
0.8,20.2,bipedalTailless,120,3,4,5,3,3,38,35,35,65,55,50,"silver","urban","Synchronize","Trace",?,Slow,Psychic
1.6,48.4,bipedalTailless,45,4,3,5,2,4,68,85,65,165,135,100,"silver","urban","Synchronize","Trace",?,Slow,Psychic
2,130.5,bipedalTailless,45,1,5,2,5,2,150,160,100,95,65,100,"brown","forest","Truant",?,?,Slow,Normal
1,86.4,bipedalTailless,180,3,5,3,4,5,72,60,30,20,30,25,"yellow","mountain","Thick Fat","Guts",?,Fluctuating,Fighting
2.3,253.8,bipedalTailless,200,2,5,3,4,5,144,120,60,40,60,50,"brown","mountain","Thick Fat","Guts",?,Fluctuating,Fighting
1,97,bipedalTailless,255,2,4,3,5,3,30,45,135,45,90,30,"gray","cave","Sturdy","Magnet Pull",?,MediumFast,Rock
0.5,11,bipedalTailless,45,4,4,4,4,3,50,75,75,65,65,50,"purple","cave","Keen Eye","Stall","Prankster",MediumSlow,Dark
1,51.8,bipedalTailless,45,4,5,4,4,3,50,105,125,55,95,50,"black","cave","Hyper Cutter","Intimidate",?,Fast,Steel
0.6,11.2,bipedalTailless,180,2,2,5,3,5,30,40,55,40,55,60,"blue","mountain","Pure Power",?,?,MediumFast,Fighting
1.3,31.5,bipedalTailless,90,5,5,5,3,4,60,100,85,80,85,100,"red","mountain","Pure Power",?,?,MediumFast,Fighting
0.6,17.7,bipedalTailless,150,4,2,3,3,5,65,47,55,73,75,85,"purple","forest","Oblivious","Tinted Lens","Prankster",Fluctuating,Bug
0.3,2,bipedalTailless,150,3,3,5,3,3,50,60,45,100,80,65,"green","grass","Natural Cure","Poison Point",?,MediumSlow,Grass
0.4,51.3,bipedalTailless,190,3,4,4,5,3,50,85,40,85,40,35,"green","rough","Sand Veil",?,?,MediumSlow,Grass
1.3,77.4,bipedalTailless,60,4,4,5,3,3,70,115,60,115,60,55,"green","rough","Sand Veil",?,?,MediumSlow,Grass
1.6,30.6,bipedalTailless,90,3,4,4,5,2,40,70,130,60,130,25,"black","forest","Pressure",?,?,Fast,Ghost
0.7,16.8,bipedalTailless,190,5,3,4,3,3,50,50,50,50,50,50,"gray","cave","Inner Focus","Ice Body","Moody",MediumFast,Ice
0.6,42.1,bipedalTailless,45,4,4,4,4,3,45,75,60,40,30,50,"blue","rough","Rock Head",?,?,Slow,Dragon
1.7,230,bipedalTailless,3,2,5,5,5,2,80,100,200,50,100,50,"brown","cave","Clear Body",?,?,Slow,Rock
1.8,175,bipedalTailless,3,2,4,5,5,2,80,50,100,100,200,50,"blue","cave","Clear Body",?,?,Slow,Ice
1.9,205,bipedalTailless,3,2,5,5,5,2,80,75,150,75,150,50,"gray","cave","Clear Body",?,?,Slow,Steel
0.3,1.1,bipedalTailless,3,5,3,5,4,3,100,100,100,100,100,100,"yellow","mountain","Serene Grace",?,?,Slow,Steel
1.7,60.8,bipedalTailless,3,5,3,5,4,4,50,95,90,95,90,180,"red","rare","Pressure",?,?,Slow,Psychic
0.4,5.2,bipedalTailless,45,5,4,3,3,5,53,51,53,61,56,40,"blue",?,"Torrent",?,?,MediumSlow,Water
0.3,2.2,bipedalTailless,255,4,3,4,3,3,37,25,41,25,41,25,"red",?,"Shed Skin",?,?,MediumSlow,Bug
0.2,1.2,bipedalTailless,255,5,3,3,3,3,40,30,35,50,70,55,"green",?,"Natural Cure","Poison Point",?,MediumSlow,Grass
0.9,14.5,bipedalTailless,75,4,4,5,3,3,60,70,55,125,105,90,"green",?,"Natural Cure","Poison Point",?,MediumSlow,Grass
0.2,0.6,bipedalTailless,120,4,3,3,3,5,45,30,50,65,50,45,"yellow",?,"Levitate",?,?,Fast,Psychic
0.6,13,bipedalTailless,145,5,2,5,3,3,20,25,45,70,90,60,"pink",?,"Soundproof","Filter",?,MediumFast,Psychic
0.6,24.4,bipedalTailless,130,4,3,4,4,3,100,5,5,15,65,30,"pink",?,"Natural Cure","Serene Grace",?,Fast,Normal
0.6,105,bipedalTailless,50,3,5,4,5,2,135,85,40,40,85,5,"black",?,"Pickup","Thick Fat",?,Slow,Normal
0.7,23,bipedalTailless,140,5,4,5,3,4,48,61,40,61,40,50,"blue",?,"Anticipation","Dry Skin",?,MediumFast,Poison
1.3,44.4,bipedalTailless,75,4,4,5,4,4,83,106,65,86,65,85,"blue",?,"Anticipation","Dry Skin",?,MediumFast,Poison
1.7,140,bipedalTailless,30,2,4,5,5,2,110,85,95,80,95,50,"pink",?,"Own Tempo","Oblivious",?,MediumFast,Normal
2,128.6,bipedalTailless,30,2,5,5,5,2,100,100,125,110,50,50,"blue",?,"Chlorophyll","Leaf Guard",?,MediumFast,Grass
1.6,52,bipedalTailless,45,4,5,5,2,4,68,125,65,65,115,80,"silver",?,"Steadfast",?,?,Slow,Psychic
3.7,420,bipedalTailless,3,3,5,5,5,2,110,160,110,80,110,100,"silver",?,"Slow Start",?,?,Slow,Normal
0.3,1.4,bipedalTailless,3,4,3,5,4,3,100,100,100,100,100,100,"blue",?,"Hydration",?,?,Slow,Water
1.5,50.5,bipedalTailless,3,4,4,5,3,5,70,90,90,135,90,125,"black",?,"Bad Dreams",?,?,Slow,Dark
0.4,4,bipedalTailless,3,?,?,?,?,?,100,100,100,100,100,100,"yellow",?,"Victory Star",?,?,Slow,Psychic
1.1,60.5,bipedalTailless,75,?,?,?,?,?,116,55,85,107,95,29,"pink",?,"Forewarn","Synchronize",?,Fast,Psychic
0.7,40.4,bipedalTailless,60,?,?,?,?,?,110,135,60,50,65,88,"gray",?,"Sand Rush","Sand Force",?,MediumFast,Ground
0.6,12.5,bipedalTailless,180,?,?,?,?,?,75,80,55,25,35,35,"gray",?,"Guts","Sheer Force",?,MediumSlow,Fighting
1.2,40,bipedalTailless,90,?,?,?,?,?,85,105,85,40,50,40,"gray",?,"Guts","Sheer Force",?,MediumSlow,Fighting
1.5,87,bipedalTailless,45,?,?,?,?,?,105,140,95,55,65,45,"brown",?,"Guts","Sheer Force",?,MediumSlow,Fighting
1.5,62,bipedalTailless,45,?,?,?,?,?,105,85,75,85,75,74,"blue",?,"Swift Swim","Poison Touch",?,MediumSlow,Water
1.3,55.5,bipedalTailless,45,?,?,?,?,?,120,100,85,30,85,45,"red",?,"Guts","Inner Focus",?,MediumFast,Fighting
1.4,51,bipedalTailless,45,?,?,?,?,?,75,125,75,30,75,85,"blue",?,"Sturdy","Inner Focus",?,MediumFast,Fighting
1.2,20.5,bipedalTailless,45,?,?,?,?,?,75,103,80,70,70,92,"yellow",?,"Swarm","Chlorophyll",?,MediumSlow,Bug
0.7,6.6,bipedalTailless,75,?,?,?,?,?,60,67,85,77,75,116,"green",?,"Prankster","Infiltrator",?,MediumFast,Grass
0.6,37.5,bipedalTailless,120,?,?,?,?,?,70,90,45,15,45,50,"red",?,"Hustle",?,?,MediumSlow,Fire
0.6,31,bipedalTailless,190,?,?,?,?,?,50,50,62,40,62,65,"green",?,"Stench","Sticky Hold",?,MediumFast,Poison
1.9,107.3,bipedalTailless,60,?,?,?,?,?,80,95,82,60,82,75,"green",?,"Stench","Weak Armor",?,MediumFast,Poison
0.4,5.8,bipedalTailless,200,?,?,?,?,?,45,30,50,55,65,45,"purple",?,"Frisk",?,?,MediumSlow,Psychic
0.7,18,bipedalTailless,100,?,?,?,?,?,60,45,70,75,85,55,"purple",?,"Frisk",?,?,MediumSlow,Psychic
1.5,44,bipedalTailless,50,?,?,?,?,?,70,55,95,95,110,65,"purple",?,"Frisk",?,?,MediumSlow,Psychic
0.5,5.9,bipedalTailless,200,?,?,?,?,?,50,75,45,40,45,60,"blue",?,"Swarm","Shed Skin",?,MediumFast,Bug
1,34.5,bipedalTailless,90,?,?,?,?,?,75,75,75,125,95,40,"brown",?,"Telepathy","Synchronize",?,MediumFast,Psychic
1,92,bipedalTailless,190,?,?,?,?,?,59,74,50,35,50,35,"green",?,"Iron Fist","Klutz",?,MediumFast,Ground
2.8,330,bipedalTailless,90,?,?,?,?,?,89,124,80,55,80,55,"green",?,"Iron Fist","Klutz",?,MediumFast,Ground
0.5,10.2,bipedalTailless,120,?,?,?,?,?,45,85,70,40,40,60,"red",?,"Defiant","Inner Focus",?,MediumFast,Dark
1.6,70,bipedalTailless,45,?,?,?,?,?,65,125,100,60,70,70,"red",?,"Defiant","Inner Focus",?,MediumFast,Dark
0.6,6.5,bipedalTailless,3,?,?,?,?,?,100,128,90,77,77,128,"silver",?,"Serene Grace",?,?,Slow,Normal
1.5,82.5,bipedalTailless,3,?,?,?,?,?,71,120,95,120,95,99,"purple",?,"Download",?,?,Slow,Bug
1.1,32,TwoMoreWings,45,4,3,3,3,5,60,45,50,80,80,70,"silver","forest","Compound Eyes",?,?,MediumFast,Bug
1,29.5,TwoMoreWings,45,4,4,4,2,5,65,80,40,45,80,75,"yellow","forest","Swarm",?,?,MediumFast,Bug
1.5,12.5,TwoMoreWings,75,3,4,3,3,5,70,65,60,90,75,90,"purple","forest","Shield Dust","Tinted Lens","Wonder Skin",MediumFast,Bug
1.5,56,TwoMoreWings,45,4,4,5,2,5,70,110,80,55,80,105,"green","grass","Swarm","Technician","Steadfast",MediumFast,Bug
1.8,75,TwoMoreWings,90,5,3,3,2,5,85,90,80,70,80,130,"purple","cave","Inner Focus",?,?,MediumFast,Poison
1.2,38,TwoMoreWings,75,5,2,1,3,5,65,65,45,75,45,95,"red","forest","Speed Boost","Compound Eyes",?,MediumFast,Bug
2,275.6,TwoMoreWings,25,2,5,5,5,3,70,150,140,65,100,75,"red","grass","Swarm","Technician","Light Metal",MediumFast,Bug
1,28.4,TwoMoreWings,45,3,4,3,5,5,60,70,50,90,50,65,"yellow","forest","Swarm",?,?,MediumFast,Bug
1.2,31.6,TwoMoreWings,45,4,3,5,3,5,60,50,70,50,90,65,"green","forest","Shield Dust",?,?,MediumFast,Bug
0.8,3.6,TwoMoreWings,75,4,3,3,4,5,70,60,62,80,82,60,"blue","water","Intimidate",?,?,MediumFast,Bug
0.8,12,TwoMoreWings,120,5,3,3,2,5,61,90,45,50,50,160,"yellow","forest","Speed Boost",?,?,Erratic,Bug
1.1,15.3,TwoMoreWings,120,4,3,5,3,4,50,70,50,50,50,70,"green","rough","Levitate",?,?,MediumSlow,Ground
1,25.5,TwoMoreWings,45,4,3,5,3,3,77,85,51,55,51,65,"red",?,"Swarm",?,?,MediumSlow,Bug
0.9,23.3,TwoMoreWings,45,5,4,4,2,5,70,94,50,94,50,66,"yellow",?,"Swarm",?,?,MediumFast,Bug
1.2,38.5,TwoMoreWings,45,3,3,5,5,5,70,80,102,80,102,40,"yellow",?,"Pressure",?,?,MediumSlow,Bug
1.9,51.5,TwoMoreWings,30,5,3,3,3,5,86,76,86,116,56,95,"green",?,"Speed Boost","Tinted Lens",?,MediumFast,Bug
1.6,46,TwoMoreWings,15,?,?,?,?,?,85,60,65,135,105,100,"silver",?,"Flame Body",?,?,Slow,Bug
0.3,5.4,insectoid,190,5,3,4,3,3,35,70,55,45,55,25,"red","forest","Effect Spore","Dry Skin","Damp",MediumFast,Bug
1,29.5,insectoid,75,3,4,4,5,3,60,95,80,60,80,30,"red","forest","Effect Spore","Dry Skin","Damp",MediumFast,Bug
0.4,6.5,insectoid,225,3,4,3,4,3,30,105,90,25,25,50,"red","water","Hyper Cutter","Shell Armor",?,MediumFast,Water
1.3,60,insectoid,60,2,5,3,5,2,55,130,115,50,50,75,"red","water","Hyper Cutter","Shell Armor",?,MediumFast,Water
0.5,11.5,insectoid,45,4,4,3,3,3,30,80,90,55,45,55,"brown","sea","Swift Swim","Battle Armor",?,MediumFast,Rock
0.5,8.5,insectoid,255,4,3,4,4,3,40,60,40,40,40,30,"green","forest","Swarm","Insomnia",?,Fast,Bug
1.1,33.5,insectoid,90,4,3,4,4,3,70,90,70,60,60,40,"red","forest","Swarm","Insomnia",?,Fast,Bug
0.6,20.5,insectoid,190,2,4,2,5,2,20,10,230,10,230,5,"yellow","mountain","Sturdy","Gluttony","Contrary",MediumSlow,Bug
